Country,Region,Year,HDI,NMR,IMR,U5MR,5_14MR,AMR,LEB,LE_60,UA,OA,OBA,avg_BMI,ABS,HE_GDP,HE_CAP
Kuwait,"Middle East",2016,0.804,4.5,7.2,8.4,1.8,79,74.8,17.9,1,72.1,37,29.5,100,4,1165.7
Latvia,"Eastern Europe",2000,0.728,7.2,11.6,14.3,1.5,217,70.3,18.5,1.7,55.4,20.8,26.1,87,7.9,258.8
Latvia,"Eastern Europe",2001,0.745,6.6,10.9,13.4,1.6,229,70.1,18.5,1.7,55.7,21,26.2,86,8.4,292.9
Latvia,"Eastern Europe",2002,0.76,6.2,10.3,12.6,1.7,221,70.5,18.6,1.7,56,21.2,26.2,87,8.5,339.7
Latvia,"Eastern Europe",2003,0.774,5.8,9.7,11.9,1.9,212,71,18.6,1.6,56.3,21.5,26.3,87,8.2,402.7
Latvia,"Eastern Europe",2004,0.788,5.6,9.2,11.1,2,209,71.2,18.6,1.6,56.6,21.7,26.4,88,9.3,565.3
Latvia,"Eastern Europe",2005,0.802,5.4,8.7,10.5,2.1,220,70.7,18.5,1.6,57,22,26.5,88,8.9,633
Latvia,"Eastern Europe",2006,0.809,5.2,8.2,9.9,2.3,232,70.6,18.6,1.6,57.4,22.3,26.6,89,8.8,794.2
Latvia,"Eastern Europe",2007,0.818,5,7.8,9.3,2.5,224,70.9,18.7,1.5,57.7,22.6,26.7,89,8.9,1155
Latvia,"Eastern Europe",2008,0.821,4.8,7.4,8.8,2.6,200,72.1,19.2,1.5,58.1,22.9,26.8,90,8.5,1308
Latvia,"Eastern Europe",2009,0.818,4.5,7,8.3,2.7,185,72.8,19.4,1.5,58.5,23.2,26.8,90,8.9,1058.6
Latvia,"Eastern Europe",2010,0.816,4.2,6.6,7.8,2.8,178,73,19.3,1.4,58.9,23.5,26.9,91,8.6,972.9
Latvia,"Eastern Europe",2011,0.821,3.9,6.2,7.3,2.9,167,73.8,19.8,1.4,59.4,23.8,27,91,7.9,1074.7
Latvia,"Eastern Europe",2012,0.824,3.5,5.7,6.7,3,162,74,19.8,1.4,59.8,24.2,27.1,91,7.6,1068.9
Latvia,"Eastern Europe",2013,0.833,3.2,5.2,6.1,3.1,164,74.2,20.1,1.4,60.2,24.5,27.2,92,7.5,1151
Latvia,"Eastern Europe",2014,0.838,2.9,4.7,5.5,3.2,159,74.5,20.3,1.3,60.7,24.9,27.2,92,7.8,1224.8
Latvia,"Eastern Europe",2015,0.841,2.6,4.3,5,3.4,154,74.8,20.4,1.3,61.2,25.3,27.3,93,5.8,783.8
Latvia,"Eastern Europe",2016,0.844,2.4,3.9,4.6,3.5,154,75,20.7,1.3,61.7,25.7,27.4,93,5.7,805.4
Lebanon,"Middle East",2000,0.725,11.8,17.1,20,2.7,114,73.6,18.8,3,57.9,23.3,26.1,75,10.7,569.1
Lebanon,"Middle East",2001,0.726,11.1,16.1,18.8,2.5,112,73.9,18.9,2.9,58.6,23.7,26.2,75,10.4,544.5
Lebanon,"Middle East",2002,0.728,10.4,15.1,17.6,2.3,110,74.2,19,2.8,59.1,24.1,26.3,75,9.1,494.9
Lebanon,"Middle East",2003,0.729,9.7,14.2,16.5,2.1,107,74.6,19.1,2.7,59.7,24.5,26.4,77,8.6,456.5
Lebanon,"Middle East",2004,0.731,9,13.2,15.3,2,105,74.8,19.2,2.7,60.2,25,26.5,78,8.1,438.1
Lebanon,"Middle East",2005,0.732,8.3,12.2,14.2,1.9,103,75.1,19.3,2.6,60.8,25.4,26.5,80,7.6,407
Lebanon,"Middle East",2006,0.731,7.7,11.3,13.1,1.8,116,74.5,19.4,2.6,61.4,25.9,26.6,81,8.8,470.1
Lebanon,"Middle East",2007,0.743,7.1,10.5,12.2,1.7,99,75.4,19.5,2.5,61.9,26.3,26.7,83,8.6,520.1
Lebanon,"Middle East",2008,0.75,6.7,9.8,11.4,1.7,99,75.4,19.6,2.4,62.5,26.9,26.8,84,7.9,553.7
Lebanon,"Middle East",2009,0.756,6.3,9.3,10.8,1.6,96,75.6,19.6,2.4,63,27.4,26.9,86,7.1,593
Lebanon,"Middle East",2010,0.758,6,8.8,10.3,1.5,95,75.7,19.7,2.3,63.5,27.9,27,88,7.5,659.4
Lebanon,"Middle East",2011,0.76,5.7,8.4,9.8,1.5,111,75,19.7,2.3,64,28.3,27,89,8.1,711.6
Lebanon,"Middle East",2012,0.751,5.5,8.1,9.4,1.4,95,76,19.8,2.2,64.4,28.8,27.1,91,8,713.6
Lebanon,"Middle East",2013,0.751,5.3,7.7,9,1.4,98,76,19.8,2.2,64.9,29.3,27.2,92,7.5,676.5
Lebanon,"Middle East",2014,0.751,5.1,7.4,8.7,1.3,99,76,19.8,2.2,65.4,29.9,27.3,94,7.4,654.9
Lebanon,"Middle East",2015,0.752,4.9,7.2,8.4,1.3,98,76.1,19.8,2.1,66.1,30.5,27.4,95,7.4,645.2
Lebanon,"Middle East",2016,0.753,4.7,6.9,8.1,1.3,96,76.3,19.8,2,66.9,31.3,27.5,96,7.3,648.2
Libya,"Northern Africa",2000,0.727,14.9,24.1,28.1,5.5,147,70.8,17.6,3.6,52.8,20.9,26.2,100,3.4,244.8
Libya,"Northern Africa",2001,0.731,14.5,23.4,27.3,5.5,146,70.9,17.6,3.5,53.4,21.3,26.3,100,4.1,254
Libya,"Northern Africa",2002,0.735,14,22.7,26.4,5.4,145,71,17.7,3.4,54,21.8,26.4,100,4.9,181.1
Libya,"Northern Africa",2003,0.743,13.5,21.9,25.5,5.4,143,71.2,17.7,3.3,54.6,22.3,26.5,100,4.1,189.8
Libya,"Northern Africa",2004,0.743,12.9,20.9,24.4,5.3,141,71.4,17.8,3.2,55.3,22.8,26.5,100,3.5,202
Libya,"Northern Africa",2005,0.747,12.3,19.8,23.1,5.3,138,71.8,18,3.1,56,23.4,26.6,100,2.6,212.3
Libya,"Northern Africa",2006,0.751,11.5,18.6,21.7,5.4,135,72.1,18.1,3,56.7,24,26.7,100,2.5,235
Libya,"Northern Africa",2007,0.752,10.7,17.3,20.2,5.4,133,72.3,18.2,2.9,57.4,24.6,26.8,100,2.4,275.7
Libya,"Northern Africa",2008,0.757,10,16.1,18.8,5.4,131,72.5,18.2,2.8,58.2,25.2,26.9,100,2.3,321.4
Libya,"Northern Africa",2009,0.755,9.3,15.1,17.6,5.5,130,72.7,18.2,2.7,59,25.9,27,100,3.9,355.7
Libya,"Northern Africa",2010,0.755,8.8,14.2,16.6,5.6,128,72.8,18.2,2.6,59.9,26.7,27.1,100,3.4,400.5
Libya,"Northern Africa",2011,0.707,8.4,13.9,17.6,5.9,156,71.3,18.1,2.5,60.9,27.5,27.3,100,5,312.6
Libya,"Northern Africa",2012,0.741,8,12.9,15,5.8,126,72.9,18.2,2.4,61.8,28.3,27.4,100,4.9,315
Libya,"Northern Africa",2013,0.707,7.6,12.3,14.4,5.7,126,73,18.2,2.4,62.8,29.2,27.5,100,4.8,322.1
Libya,"Northern Africa",2014,0.695,7.3,11.8,13.8,5.6,137,72.5,18.2,2.3,63.8,30.1,27.7,100,4.8,320.9
Libya,"Northern Africa",2015,0.694,7,11.4,13.3,5.5,147,72,18.3,2.2,64.8,31,27.8,100,5,319.5
Libya,"Northern Africa",2016,0.693,6.8,11,12.8,5.3,150,71.9,18.3,2.1,65.7,31.8,27.9,100,4.9,318.4
Lithuania,"Eastern Europe",2000,0.756,4.6,8.6,10.7,1.7,200,72,19.5,1.1,56.9,23,26.4,85,5.8,204.4
Lithuania,"Eastern Europe",2001,0.768,4.4,8.2,10.3,1.7,214,71.5,19.5,1.1,57.2,23.3,26.4,85,5.8,212.3
Lithuania,"Eastern Europe",2002,0.779,4.3,7.9,9.9,1.8,207,71.7,19.3,1,57.5,23.6,26.5,86,6.2,256.6
Lithuania,"Eastern Europe",2003,0.791,4.3,7.6,9.5,1.9,207,71.9,19.5,1,57.8,23.8,26.5,87,6.2,342.5
Lithuania,"Eastern Europe",2004,0.798,4.3,7.4,9.3,2,209,71.9,19.5,1,58.1,24.1,26.6,87,5.5,366.9
Lithuania,"Eastern Europe",2005,0.809,4.3,7.2,9,2.1,228,71,19.2,1,58.4,24.4,26.6,88,5.6,438.6
Lithuania,"Eastern Europe",2006,0.817,4,6.9,8.7,2.2,235,70.9,19.1,1,58.7,24.6,26.6,88,5.8,536.2
Lithuania,"Eastern Europe",2007,0.825,3.7,6.5,8.1,2.2,246,70.6,19.2,1,59,24.9,26.7,89,5.8,704.2
Lithuania,"Eastern Europe",2008,0.831,3.3,5.9,7.4,2.3,229,71.6,19.6,1,59.3,25.2,26.7,90,6.3,936.6
Lithuania,"Eastern Europe",2009,0.822,3.1,5.3,6.7,2.4,197,72.7,19.7,1,59.7,25.6,26.7,90,7.4,864.7
Lithuania,"Eastern Europe",2010,0.824,2.8,4.9,6,2.5,188,73.2,19.7,1,60,25.9,26.8,91,6.8,805.1
Lithuania,"Eastern Europe",2011,0.828,2.7,4.5,5.5,2.5,184,73.5,20,1,60.5,26.3,26.8,91,6.5,925.1
Lithuania,"Eastern Europe",2012,0.831,2.5,4.2,5.2,2.6,180,73.8,20.2,0.9,60.9,26.7,26.8,92,6.3,897
Lithuania,"Eastern Europe",2013,0.836,2.4,4,5,2.7,179,73.9,20.2,0.9,61.4,27.1,26.9,92,6.1,959.2
Lithuania,"Eastern Europe",2014,0.851,2.4,4,5,2.8,167,74.5,20.6,0.9,61.9,27.5,26.9,93,6.2,1018.9
Lithuania,"Eastern Europe",2015,0.852,2.3,4,5,2.8,165,74.4,20.3,0.9,62.4,27.9,27,94,6.5,923.3
Lithuania,"Eastern Europe",2016,0.855,2.2,3.8,4.7,2.9,155,75,20.7,0.8,62.9,28.4,27,95,6.4,999.8
Luxembourg,"Western Europe",2000,0.855,2.5,3.9,4.8,0.5,90,78.4,22.1,1.4,54,17,25.9,98,5.9,2894
Luxembourg,"Western Europe",2001,0.861,2.4,3.7,4.5,0.5,90,78.7,22.3,1.4,54.6,17.4,26,98,6.4,3106.1
Luxembourg,"Western Europe",2002,0.863,2.3,3.5,4.2,0.5,87,78.7,22.3,1.4,55.2,17.9,26.1,98,6.7,3583.5
Luxembourg,"Western Europe",2003,0.864,2.2,3.3,4,0.5,85,79.1,22.6,1.3,55.8,18.4,26.2,98,7,4596.1
Luxembourg,"Western Europe",2004,0.872,2.1,3.1,3.8,0.6,79,79.5,22.8,1.3,56.4,18.8,26.3,98,7.3,5601.1
Luxembourg,"Western Europe",2005,0.878,2,3,3.6,0.6,81,80,23.2,1.3,57,19.3,26.3,98,7.2,5817.1
Luxembourg,"Western Europe",2006,0.881,1.9,2.8,3.4,0.6,78,80.2,23.2,1.2,57.5,19.8,26.4,98,6.7,6066.4
Luxembourg,"Western Europe",2007,0.888,1.9,2.7,3.3,0.6,75,80.6,23.4,1.2,57.9,20.2,26.4,98,6.2,6661.9
Luxembourg,"Western Europe",2008,0.89,1.8,2.6,3.1,0.6,69,81.1,23.7,1.2,58.4,20.6,26.5,98,6.5,7547.6
Luxembourg,"Western Europe",2009,0.883,1.8,2.5,3,0.7,67,81.4,24,1.2,58.8,21.1,26.5,98,7.3,7639.6
Luxembourg,"Western Europe",2010,0.889,1.8,2.4,3,0.7,67,81.4,24,1.1,59.2,21.5,26.6,98,7,7451.6
Luxembourg,"Western Europe",2011,0.892,1.8,2.4,2.9,0.7,66,81.5,24.1,1.1,59.6,21.9,26.6,98,6.1,7165.4
Luxembourg,"Western Europe",2012,0.892,1.8,2.3,2.8,0.8,63,81.8,24.3,1.1,60.1,22.4,26.6,98,6.6,7096.7
Luxembourg,"Western Europe",2013,0.892,1.8,2.3,2.8,0.8,60,82.1,24.6,1.1,60.5,22.8,26.7,98,6.5,7535.9
Luxembourg,"Western Europe",2014,0.895,1.8,2.2,2.7,0.9,55,82.3,24.6,1.1,60.9,23.3,26.7,98,6.3,7557.2
Luxembourg,"Western Europe",2015,0.899,1.8,2.2,2.7,1,52,82.4,24.6,1.1,61.3,23.7,26.7,98,6,6236
Luxembourg,"Western Europe",2016,0.904,1.7,2.1,2.6,1,56,82.4,24.7,1.1,61.7,24.2,26.8,98,5.9,6633.1
Malaysia,"East Asia",2000,0.725,5.3,8.7,10.2,3.6,145,72.5,17.9,11.6,26,6.7,23.8,97,2.4,105.8
Malaysia,"East Asia",2001,0.723,5,8.1,9.5,3.6,144,72.7,18,11.2,27,7.1,23.9,97,2.7,112.7
Malaysia,"East Asia",2002,0.725,4.7,7.6,8.9,3.5,143,72.8,18.1,10.9,27.9,7.6,24.1,97,2.7,122
Malaysia,"East Asia",2003,0.731,4.6,7.3,8.5,3.4,141,73,18.1,10.6,28.8,8,24.2,97,3,144.7
Malaysia,"East Asia",2004,0.734,4.5,7.1,8.3,3.3,140,73.1,18.2,10.3,29.8,8.5,24.3,98,3,158.9
Malaysia,"East Asia",2005,0.731,4.4,7,8.2,3.2,138,73.2,18.3,10,30.7,9,24.4,98,2.9,169.1
Malaysia,"East Asia",2006,0.737,4.3,6.9,8,3,137,73.4,18.4,9.7,31.6,9.5,24.5,98,3.3,210
Malaysia,"East Asia",2007,0.75,4.2,6.8,7.9,2.9,135,73.5,18.5,9.4,32.5,10,24.6,98,3.3,244.9
Malaysia,"East Asia",2008,0.761,4.1,6.7,7.8,2.8,134,73.7,18.6,9.1,33.4,10.5,24.7,98,3.1,272.6
Malaysia,"East Asia",2009,0.765,4,6.6,7.8,2.7,133,73.9,18.8,8.8,34.4,11,24.8,99,3.4,259.1
Malaysia,"East Asia",2010,0.772,3.9,6.6,7.7,2.6,132,74.2,19,8.6,35.3,11.5,25,99,3.3,302
Malaysia,"East Asia",2011,0.778,3.8,6.5,7.6,2.5,130,74.4,19.3,8.3,36.3,12.1,25.1,99,3.5,361.5
Malaysia,"East Asia",2012,0.781,3.8,6.4,7.5,2.4,129,74.6,19.5,8,37.4,12.7,25.2,99,3.6,391.3
Malaysia,"East Asia",2013,0.785,3.8,6.4,7.4,2.4,129,74.8,19.6,7.7,38.5,13.4,25.3,99,3.7,399.7
Malaysia,"East Asia",2014,0.79,3.9,6.4,7.5,2.4,128,74.9,19.7,7.4,39.5,14,25.4,100,3.9,435.1
Malaysia,"East Asia",2015,0.795,4,6.5,7.6,2.5,126,75.1,19.8,7.2,40.6,14.7,25.6,100,4,385.6
Malaysia,"East Asia",2016,0.799,4.1,6.6,7.7,2.5,123,75.3,19.9,6.9,41.7,15.3,25.7,100,4,388.8
Maldives,"Southern Asia",2000,0.606,25.4,35.1,43.8,5.6,142,69.7,17.1,15.3,15.2,2.6,22.6,78,7.4,163.7
Maldives,"Southern Asia",2001,0.61,23.1,31.4,38.6,5.3,135,70.4,17.3,15,15.6,2.7,22.7,80,8,222.7
Maldives,"Southern Asia",2002,0.615,20.3,27.9,33.8,5,128,71.3,17.7,14.7,16.2,2.9,22.8,82,7.1,218.4
Maldives,"Southern Asia",2003,0.63,17.7,24.7,29.6,4.7,114,72.4,18.2,14.5,16.7,3.1,23,84,6.4,221.3
Maldives,"Southern Asia",2004,0.635,15.4,22.3,28.7,4.7,118,72.4,18.4,14.2,17.3,3.3,23.1,86,7.5,289.7
Maldives,"Southern Asia",2005,0.631,13.4,19.3,22.6,4.3,93,74.1,18.8,13.8,18,3.5,23.2,88,8.8,308.8
Maldives,"Southern Asia",2006,0.643,11.8,17.1,20,4,88,74.6,18.9,13.5,18.7,3.8,23.3,89,8,361.6
Maldives,"Southern Asia",2007,0.651,10.4,15.3,17.8,3.8,83,75,19,13.2,19.5,4.1,23.5,91,8.9,463.5
Maldives,"Southern Asia",2008,0.66,9.2,13.7,16,3.7,80,75.5,19.4,12.8,20.3,4.4,23.6,92,11.6,707.7
Maldives,"Southern Asia",2009,0.66,8.3,12.4,14.4,3.5,76,75.9,19.6,12.4,21.2,4.7,23.8,94,10.6,645.2
Maldives,"Southern Asia",2010,0.671,7.5,11.2,13.1,3.3,71,76.4,19.8,12.1,22.1,5.1,24,95,9.3,593.8
Maldives,"Southern Asia",2011,0.682,6.8,10.2,11.9,3.2,66,76.9,20.1,11.7,23.1,5.5,24.1,96,10.2,663.6
Maldives,"Southern Asia",2012,0.688,6.2,9.3,10.8,3,62,77.2,20.3,11.3,24.1,5.9,24.3,96,8.4,550.6
Maldives,"Southern Asia",2013,0.696,5.7,8.6,10,2.9,59,77.5,20.4,10.9,25.1,6.3,24.5,96,11,772.6
Maldives,"Southern Asia",2014,0.705,5.3,8,9.3,2.8,57,77.9,20.6,10.5,26.2,6.8,24.7,96,13,988.5
Maldives,"Southern Asia",2015,0.71,5,7.5,8.8,2.7,54,78.1,20.8,10.1,27.4,7.3,24.9,96,11.5,943.9
Maldives,"Southern Asia",2016,0.712,4.7,7.1,8.3,2.6,53,78.4,21,9.8,28.5,7.9,25.1,96,12.1,940.1
Malta,"Western Europe",2000,0.783,5.2,6.8,7.7,0.9,70,78,21,1.1,62.3,24.3,27.2,100,6.5,641.2
Malta,"Western Europe",2001,0.788,5,6.6,7.5,0.9,69,78.4,21.4,1,62.8,24.7,27.3,100,7,682.3
Malta,"Western Europe",2002,0.792,4.9,6.4,7.3,0.9,68,78.6,21.6,1,63.4,25.2,27.3,100,7.7,831.4
Malta,"Western Europe",2003,0.8,4.8,6.3,7.1,1,66,78.8,21.7,1,63.9,25.6,27.4,100,8,1075.2
Malta,"Western Europe",2004,0.809,4.7,6.2,7,1,64,79,21.9,1,64.5,26.1,27.4,100,8.1,1223.6
Malta,"Western Europe",2005,0.824,4.6,6.1,6.9,1,63,79.3,22,0.9,65,26.5,27.5,100,8.7,1381.3
Malta,"Western Europe",2006,0.822,4.6,6,6.8,1,63,79.5,22.3,0.9,65.6,27,27.5,100,8.8,1475.7
Malta,"Western Europe",2007,0.827,4.6,5.9,6.8,1.1,65,79.7,22.5,0.9,66.1,27.4,27.6,100,8.2,1595.9
Malta,"Western Europe",2008,0.829,4.6,5.9,6.7,1.1,62,80.1,22.8,0.9,66.6,27.9,27.6,100,8,1751.9
Malta,"Western Europe",2009,0.83,4.5,5.9,6.7,1.1,61,80.4,23.2,0.8,67.1,28.3,27.6,100,8.1,1677.4
Malta,"Western Europe",2010,0.843,4.5,5.8,6.7,1.1,58,80.7,23.4,0.8,67.6,28.7,27.7,100,8.2,1733.1
Malta,"Western Europe",2011,0.843,4.5,5.8,6.6,1.2,59,80.9,23.5,0.8,68,29.1,27.7,100,8.6,1960.5
Malta,"Western Europe",2012,0.849,4.5,5.8,6.6,1.2,57,81,23.5,0.8,68.4,29.5,27.7,100,8.6,1899.4
Malta,"Western Europe",2013,0.856,4.5,5.8,6.6,1.2,57,81.2,23.8,0.8,68.8,29.9,27.7,100,8.9,2128.6
Malta,"Western Europe",2014,0.862,4.5,5.8,6.6,1.2,53,81.5,23.9,0.7,69.2,30.3,27.7,100,9.5,2487.2
Malta,"Western Europe",2015,0.871,4.5,5.7,6.6,1.3,55,81.5,23.9,0.7,69.6,30.6,27.7,100,9.6,2304.2
Malta,"Western Europe",2016,0.875,4.5,5.7,6.5,1.3,55,81.5,23.9,0.7,70,31,27.7,100,9.6,2404.9
"Marshall Islands",Oceania,2000,0.663,18.4,32.9,40.7,7.3,142,73.6,18.8,0.9,75,42,28.8,85,25.2,535.3
"Marshall Islands",Oceania,2001,0.667,18.3,32.9,40.7,7.2,135,73.9,18.9,0.9,75.6,42.7,28.9,86,21.4,472.2
"Marshall Islands",Oceania,2002,0.669,18.3,32.8,40.6,7.2,128,74.2,19,0.9,76.2,43.4,28.9,86,19.1,456.8
"Marshall Islands",Oceania,2003,0.671,18.2,32.7,40.3,7.1,114,74.6,19.1,0.8,76.8,44.1,29,86,19,463.4
"Marshall Islands",Oceania,2004,0.679,18.1,32.5,40.1,7.1,118,74.8,19.2,0.8,77.4,44.8,29,86,21.7,545.4
"Marshall Islands",Oceania,2005,0.675,18.1,32.3,39.9,7,93,75.1,19.3,0.8,77.9,45.5,29.1,86,26.3,696.9
"Marshall Islands",Oceania,2006,0.678,18,32.2,39.6,7,88,74.5,19.4,0.7,78.4,46.2,29.1,86,27.4,758.1
"Marshall Islands",Oceania,2007,0.682,18,32,39.4,6.9,83,75.4,19.5,0.7,79,46.9,29.2,86,22.8,661.2
"Marshall Islands",Oceania,2008,0.683,17.9,31.8,39.2,6.9,80,75.4,19.6,0.7,79.5,47.6,29.2,86,21.7,637.2
"Marshall Islands",Oceania,2009,0.687,17.9,31.7,39,6.8,76,75.6,19.6,0.6,79.9,48.2,29.2,86,20.9,611.2
"Marshall Islands",Oceania,2010,0.691,17.8,31.6,38.8,6.8,71,75.7,19.7,0.6,80.4,48.9,29.3,87,19.3,607.5
"Marshall Islands",Oceania,2011,0.697,17.7,31.4,38.5,6.7,66,75,19.7,0.6,80.8,49.5,29.3,87,19.1,627.6
"Marshall Islands",Oceania,2012,0.699,17.5,31.1,38.1,6.6,62,76,19.8,0.6,81.2,50.1,29.4,87,18.7,657.2
"Marshall Islands",Oceania,2013,0.697,17.3,30.6,37.5,6.5,59,76,19.8,0.5,81.6,50.7,29.4,87,19.5,703.7
"Marshall Islands",Oceania,2014,0.71,17,30,36.7,6.4,57,76,19.8,0.5,82,51.3,29.4,87,18.8,650.1
"Marshall Islands",Oceania,2015,0.718,16.6,29.4,35.8,6.3,54,76.1,19.8,0.5,82.3,51.8,29.5,87,22.1,747
"Marshall Islands",Oceania,2016,0.718,16.2,28.7,34.9,6.1,53,76.3,19.8,0.5,82.7,52.4,29.5,87,21.8,746.1
Mauritius,"South Asia",2000,0.673,12.2,16.3,18.5,2.8,172,71.1,17.6,9.9,25.3,6.6,24.4,91,3,119
Mauritius,"South Asia",2001,0.682,11,15.1,17.1,2.7,172,71.6,18,9.8,25.8,6.8,24.5,91,3.1,119.5
Mauritius,"South Asia",2002,0.687,10.2,14.2,16.1,2.6,173,71.6,18,9.6,26.4,7.1,24.6,92,3.4,135.9
Mauritius,"South Asia",2003,0.695,9.8,13.8,15.6,2.6,168,71.6,17.8,9.5,26.9,7.4,24.7,92,3.4,162
Mauritius,"South Asia",2004,0.704,9.8,13.7,15.5,2.5,164,72.1,18.2,9.3,27.5,7.6,24.7,92,3.5,189.9
Mauritius,"South Asia",2005,0.713,10,13.9,15.7,2.5,164,72.2,18.3,9.2,28,7.9,24.8,92,3.7,197.7
Mauritius,"South Asia",2006,0.72,10.1,14.1,16,2.4,162,71.9,18,9,28.6,8.2,24.9,92,3.8,209.1
Mauritius,"South Asia",2007,0.728,10,14.2,16.1,2.3,160,73,19.3,8.9,29.1,8.5,24.9,92,3.7,235.8
Mauritius,"South Asia",2008,0.734,9.6,13.9,15.8,2.3,165,72.8,19.1,8.8,29.7,8.8,25,92,4.1,321.8
Mauritius,"South Asia",2009,0.741,9.2,13.6,15.4,2.2,165,72.9,19.3,8.7,30.2,9.1,25,93,4.4,310.1
Mauritius,"South Asia",2010,0.749,9,13.2,15,2.2,162,73.3,19.7,8.6,30.7,9.5,25.1,93,4.7,367.1
Mauritius,"South Asia",2011,0.758,9.1,13.2,14.9,2.1,156,73.7,19.9,8.5,31.3,9.8,25.1,93,4.4,396.6
Mauritius,"South Asia",2012,0.767,9.2,13.1,14.8,2,152,74,20.1,8.3,31.8,10.1,25.2,93,4.4,398.2
Mauritius,"South Asia",2013,0.772,9.2,13.1,14.8,2,145,74.2,20.1,8.2,32.3,10.4,25.2,93,4.7,443.7
Mauritius,"South Asia",2014,0.782,9.2,13,14.7,1.9,148,74.3,20.3,8.1,32.8,10.8,25.3,93,5.4,538.6
Mauritius,"South Asia",2015,0.782,8.9,12.8,14.4,1.9,148,74.6,20.6,8,33.3,11.1,25.3,93,5.5,506.1
Mauritius,"South Asia",2016,0.788,8.4,12.2,13.8,1.8,145,74.8,20.7,7.9,33.8,11.5,25.4,93,5.5,502.6
Mexico,"North America",2000,0.702,13,22.5,26.8,3.3,138,74.5,21.6,2.7,52.4,19.1,26.4,76,4.9,309.6
Mexico,"North America",2001,0.705,12.1,21.3,25.3,3.2,135,74.8,21.7,2.6,53.2,19.7,26.6,77,5.3,353.9
Mexico,"North America",2002,0.71,11.1,20.3,23.9,3.1,136,74.8,21.5,2.5,54.1,20.2,26.7,78,5.4,375.2
Mexico,"North America",2003,0.717,10.2,19.3,22.7,3.1,136,74.8,21.4,2.4,54.9,20.8,26.8,79,5.9,401.5
Mexico,"North America",2004,0.724,9.5,18.4,21.6,3,132,75.2,21.6,2.3,55.7,21.4,26.9,80,6,435.3
Mexico,"North America",2005,0.728,8.8,17.6,20.6,3,134,75,21.4,2.2,56.4,22,27,81,5.9,472.1
Mexico,"North America",2006,0.736,8.4,16.9,19.8,2.9,131,75.5,21.7,2.1,57.2,22.6,27.1,82,5.7,501
Mexico,"North America",2007,0.739,8.3,16.3,19,2.9,129,75.7,21.9,2,57.9,23.1,27.1,83,5.8,542.8
Mexico,"North America",2008,0.742,8.2,15.8,18.4,2.9,133,75.3,21.6,2,58.7,23.7,27.2,83,5.7,556.5
Mexico,"North America",2009,0.743,8.2,15.3,17.8,2.9,136,75.4,21.8,1.9,59.4,24.3,27.3,84,6.2,477.6
Mexico,"North America",2010,0.743,8.1,14.9,17.3,2.8,136,75.2,21.5,1.8,60.1,24.9,27.4,85,6,538.7
Mexico,"North America",2011,0.751,8,14.5,16.8,2.8,133,75.7,22,1.8,60.8,25.5,27.5,86,5.8,565.1
Mexico,"North America",2012,0.757,7.9,14.1,16.4,2.7,131,76,22.1,1.7,61.5,26,27.6,87,5.9,580.7
Mexico,"North America",2013,0.756,7.8,13.7,15.9,2.7,127,76.3,22.2,1.6,62.1,26.6,27.6,88,6,617.9
Mexico,"North America",2014,0.761,7.6,13.2,15.4,2.6,129,76.2,22.1,1.6,62.8,27.2,27.7,88,5.7,593.4
Mexico,"North America",2015,0.767,7.6,12.7,14.8,2.6,128,76.2,22,1.5,63.5,27.8,27.8,89,5.9,534.8
Mexico,"North America",2016,0.772,7.6,12.2,14.1,2.5,127,76.6,22.3,1.5,64.1,28.4,27.9,89,6,531.4
Mongolia,"East Asia",2000,0.589,24.6,48.9,63.9,4.6,273,62.4,14.4,4.4,38.5,9.8,23.9,48,5.5,27.5
Mongolia,"East Asia",2001,0.6,23.6,45.7,59,4.4,271,63,14.6,4.3,39.1,10.1,24,49,4.9,26.5
Mongolia,"East Asia",2002,0.609,22.6,42.5,54.3,4.3,268,63.5,14.7,4.2,39.8,10.5,24.1,50,5.1,29.2
Mongolia,"East Asia",2003,0.622,21.6,39.4,49.8,4.2,265,63.9,14.9,4.1,40.5,10.9,24.2,51,4.4,28.7
Mongolia,"East Asia",2004,0.637,20.7,36.4,45.6,4.1,261,64.4,15.1,4,41.3,11.3,24.3,52,4.2,34
Mongolia,"East Asia",2005,0.65,19.8,33.7,41.7,4.1,258,64.9,15.4,3.9,42.1,11.8,24.4,53,4.2,42.2
Mongolia,"East Asia",2006,0.66,18.9,31,38,4.1,254,65.5,15.7,3.8,43,12.4,24.5,53,3.5,46.8
Mongolia,"East Asia",2007,0.672,17.6,28.6,34.7,4.2,250,66,15.9,3.7,43.9,12.9,24.7,54,3.8,63.7
Mongolia,"East Asia",2008,0.683,16.3,26.3,31.6,4.3,248,66.4,16,3.5,44.9,13.5,24.8,55,4.1,89.4
Mongolia,"East Asia",2009,0.689,15,24.1,28.8,4.4,241,67.1,16.3,3.4,45.9,14.2,25,56,4.2,71.3
Mongolia,"East Asia",2010,0.697,13.8,22.2,26.3,4.4,234,67.8,16.6,3.3,46.9,14.9,25.1,56,4.2,96
Mongolia,"East Asia",2011,0.711,12.8,20.5,24.2,4.5,227,68.4,16.8,3.2,48,15.6,25.3,57,4.1,129.5
Mongolia,"East Asia",2012,0.72,11.9,19.1,22.4,4.5,222,68.9,17,3,49.2,16.3,25.4,58,3.7,160.9
