Country,Region,Year,HDI,NMR,IMR,U5MR,5_14MR,AMR,LEB,LE_60,UA,OA,OBA,avg_BMI,ABS,HE_GDP,HE_CAP
Grenada,Caribbean,2000,0.699,8.2,13.2,15.7,2.9,182,70.6,17.1,6.9,37.7,12.2,25.1,92,5.1,261
Grenada,Caribbean,2001,0.7,8,13,15.3,2.8,178,70.8,17.3,6.8,38.2,12.5,25.2,92,5.4,274
Grenada,Caribbean,2002,0.702,7.8,12.7,14.9,2.8,175,71,17.4,6.6,38.8,12.9,25.3,92,5.8,304.5
Grenada,Caribbean,2003,0.711,7.7,12.5,14.6,2.7,175,71,17.5,6.4,39.4,13.3,25.4,92,5.2,301.4
Grenada,Caribbean,2004,0.713,7.6,12.4,14.4,2.7,186,70.3,17.5,6.3,39.9,13.6,25.5,91,5.1,299.5
Grenada,Caribbean,2005,0.727,7.5,12.3,14.1,2.6,171,71.3,17.7,6.1,40.5,14,25.6,91,5.3,355.9
Grenada,Caribbean,2006,0.729,7.5,12.2,14,2.6,167,71.6,17.9,6,41.1,14.4,25.7,91,5.8,394.3
Grenada,Caribbean,2007,0.735,7.6,12.2,13.9,2.6,164,71.8,18,5.8,41.8,14.9,25.8,90,5.7,416.2
Grenada,Caribbean,2008,0.739,7.7,12.3,14,2.6,162,72.1,18.1,5.7,42.4,15.3,25.9,90,5.7,455.8
Grenada,Caribbean,2009,0.738,7.9,12.5,14.1,2.6,158,72.4,18.3,5.5,43.1,15.8,26,90,6,445.9
Grenada,Caribbean,2010,0.743,8.2,12.7,14.3,2.6,154,72.6,18.4,5.3,43.9,16.3,26.1,89,6.1,451.5
Grenada,Caribbean,2011,0.747,8.6,13.1,14.6,2.7,150,72.9,18.6,5.2,44.7,16.9,26.2,89,6.1,452.2
Grenada,Caribbean,2012,0.749,9,13.4,15,2.7,147,73.1,18.8,5,45.6,17.5,26.3,89,5.8,439.3
Grenada,Caribbean,2013,0.754,9.5,13.9,15.4,2.7,145,73.2,18.9,4.8,46.5,18.1,26.5,88,5.6,446.9
Grenada,Caribbean,2014,0.761,10,14.4,15.9,2.8,143,73.2,19,4.6,47.4,18.7,26.6,88,5.3,451.3
Grenada,Caribbean,2015,0.767,10.5,14.8,16.3,2.8,141,73.3,19,4.5,48.4,19.4,26.7,88,5,460.3
Grenada,Caribbean,2016,0.77,10.8,15.1,16.6,2.9,140,73.4,19.1,4.3,49.4,20.2,26.9,88,5.1,466.8
Hungary,"Eastern Europe",2000,0.769,5.7,8.7,10.1,1,193,71.9,18.4,2,56.1,20.8,26.3,98,6.8,313.1
Hungary,"Eastern Europe",2001,0.777,5.4,8.1,9.5,1.1,185,72.5,18.8,2,56.6,21.2,26.4,98,6.8,359.7
Hungary,"Eastern Europe",2002,0.784,5.1,7.6,8.9,1.1,184,72.6,18.9,1.9,57.1,21.5,26.5,98,7.1,473.1
Hungary,"Eastern Europe",2003,0.792,4.8,7.2,8.4,1.2,184,72.6,18.7,1.9,57.6,21.9,26.6,98,8.1,682.9
Hungary,"Eastern Europe",2004,0.795,4.4,6.8,7.9,1.2,180,73,19,1.9,58.2,22.4,26.7,98,7.8,798.5
Hungary,"Eastern Europe",2005,0.804,4.1,6.4,7.5,1.3,182,72.9,18.9,1.8,58.8,22.8,26.8,98,8,895.2
Hungary,"Eastern Europe",2006,0.811,3.9,6.1,7.2,1.3,178,73.4,19.2,1.8,59.3,23.3,26.9,98,7.8,893.2
Hungary,"Eastern Europe",2007,0.813,3.8,5.8,6.9,1.4,176,73.5,19.2,1.7,59.9,23.8,27,98,7.3,1003.3
Hungary,"Eastern Europe",2008,0.818,3.6,5.5,6.5,1.4,164,74,19.4,1.7,60.5,24.3,27.1,98,7.1,1117.2
Hungary,"Eastern Europe",2009,0.818,3.5,5.3,6.2,1.5,160,74.1,19.4,1.7,61.1,24.8,27.2,98,7.3,943.7
Hungary,"Eastern Europe",2010,0.823,3.4,5.1,6,1.5,152,74.4,19.3,1.6,61.7,25.3,27.3,98,7.6,983.1
Hungary,"Eastern Europe",2011,0.827,3.3,4.9,5.9,1.6,147,74.8,19.6,1.6,62.4,25.8,27.4,98,7.6,1063.4
Hungary,"Eastern Europe",2012,0.83,3.2,4.8,5.7,1.7,143,75,19.7,1.5,63,26.4,27.5,98,7.5,961.1
Hungary,"Eastern Europe",2013,0.835,3,4.7,5.6,1.7,136,75.5,20,1.5,63.6,26.9,27.6,98,7.3,990.6
Hungary,"Eastern Europe",2014,0.833,2.9,4.5,5.4,1.8,133,75.7,20.1,1.5,64.2,27.5,27.7,98,7.1,1007
Hungary,"Eastern Europe",2015,0.834,2.7,4.3,5.1,1.8,132,75.4,19.7,1.4,64.8,28.1,27.8,98,7.2,893.7
Hungary,"Eastern Europe",2016,0.835,2.6,4.1,4.8,1.9,126,76,20.1,1.4,65.4,28.6,27.9,98,7.3,912.1
Iceland,"Western Europe",2000,0.86,2.1,3.2,4.1,0.8,76,79.7,22.9,1.3,54.2,16.4,25.6,99,9,2866
Iceland,"Western Europe",2001,0.866,2,3,3.9,0.8,73,80.2,23.3,1.3,54.8,16.8,25.7,99,8.9,2538
Iceland,"Western Europe",2002,0.875,1.9,2.9,3.7,0.8,66,80.7,23.4,1.3,55.4,17.3,25.7,99,9.6,3067.3
Iceland,"Western Europe",2003,0.881,1.8,2.7,3.5,0.9,63,80.9,23.5,1.3,55.9,17.7,25.8,99,10.1,3937
Iceland,"Western Europe",2004,0.885,1.7,2.6,3.4,0.9,61,81,23.6,1.2,56.5,18.1,25.9,99,9.6,4475.2
Iceland,"Western Europe",2005,0.889,1.6,2.5,3.2,0.9,61,81.1,23.6,1.2,56.9,18.6,26,99,9.2,5197.9
Iceland,"Western Europe",2006,0.891,1.6,2.4,3.1,1,62,81.2,23.7,1.2,57.4,19,26,99,8.9,4995
Iceland,"Western Europe",2007,0.897,1.5,2.3,3,1,60,81.3,23.8,1.2,57.8,19.3,26.1,99,8.7,5964.1
Iceland,"Western Europe",2008,0.89,1.4,2.2,2.9,1,57,81.5,23.8,1.2,58.1,19.7,26.1,99,8.7,4814.4
Iceland,"Western Europe",2009,0.89,1.4,2.1,2.8,1,55,81.7,24,1.1,58.5,20.1,26.2,99,9.1,3656.7
Iceland,"Western Europe",2010,0.891,1.3,2,2.7,1.1,53,81.9,24.1,1.1,58.9,20.5,26.2,99,8.8,3671.4
Iceland,"Western Europe",2011,0.901,1.3,2,2.6,1.1,51,82.3,24.4,1.1,59.3,20.9,26.3,99,8.6,3975.2
Iceland,"Western Europe",2012,0.909,1.2,1.9,2.5,1.1,50,82.4,24.5,1.1,59.7,21.3,26.3,99,8.7,3852.9
Iceland,"Western Europe",2013,0.92,1.2,1.8,2.4,1.2,53,82.5,24.7,1.1,60.2,21.8,26.4,99,8.7,4157.8
Iceland,"Western Europe",2014,0.925,1.1,1.8,2.3,1.2,55,82.4,24.6,1.1,60.6,22.2,26.4,99,8.8,4609.4
Iceland,"Western Europe",2015,0.927,1.1,1.7,2.3,1.3,54,82.4,24.6,1.1,61,22.7,26.4,99,8.6,4375.4
Iceland,"Western Europe",2016,0.933,1.1,1.7,2.2,1.3,55,82.4,24.7,1.1,61.5,23.1,26.5,99,8.7,4541
Iran,"Middle East",2000,0.67,18.9,28.2,34.2,5.4,153,70.1,17.9,6.6,44.9,14.6,24.6,87,5.2,80.2
Iran,"Middle East",2001,0.678,18.1,26.8,32.4,5.2,150,70.5,18,6.5,45.5,15,24.7,87,5.8,93.7
Iran,"Middle East",2002,0.683,17.3,25.4,30.6,4.9,147,70.9,18.2,6.3,46.2,15.4,24.8,87,5.3,104.7
Iran,"Middle East",2003,0.689,16.6,24.2,28.9,5.1,159,70.1,18.1,6.2,46.9,15.8,24.8,88,5.7,115.4
Iran,"Middle East",2004,0.691,15.9,22.9,27.3,4.5,142,71.5,18.5,6,47.6,16.3,24.9,88,5.8,141
Iran,"Middle East",2005,0.695,15.2,21.8,25.8,4.3,141,71.7,18.7,5.9,48.5,16.9,25,88,6,173.2
Iran,"Middle East",2006,0.731,14.6,20.7,24.4,4.1,140,72.1,18.8,5.7,49.4,17.5,25.1,88,5.8,197.9
Iran,"Middle East",2007,0.736,13.9,19.6,23.1,3.9,138,72.4,19,5.6,50.4,18.1,25.2,88,5.8,246
Iran,"Middle East",2008,0.741,13.3,18.6,21.8,3.8,134,72.7,19.1,5.4,51.4,18.8,25.3,88,6.1,299.4
Iran,"Middle East",2009,0.747,12.7,17.6,20.6,3.6,122,73.3,19.1,5.2,52.5,19.5,25.4,88,7.5,367.6
Iran,"Middle East",2010,0.755,12.1,16.8,19.6,3.5,107,74,19.2,5,53.6,20.3,25.5,88,7.8,440.9
Iran,"Middle East",2011,0.766,11.5,16.1,18.8,3.3,95,74.5,19.2,4.8,54.8,21.1,25.6,88,6.7,524.7
Iran,"Middle East",2012,0.781,11,15.4,18,3.2,87,74.9,19.2,4.6,56,22,25.7,88,6.8,519.3
Iran,"Middle East",2013,0.784,10.6,14.9,17.3,3.1,84,75.1,19.3,4.4,57.2,22.8,25.8,88,6.3,413.7
Iran,"Middle East",2014,0.788,10.2,14.3,16.6,3,83,75.3,19.4,4.2,58.5,23.7,25.9,88,7.1,382.7
Iran,"Middle East",2015,0.789,9.8,13.8,16,2.9,82,75.5,19.6,4.1,59.7,24.6,26,88,7.6,366
Iran,"Middle East",2016,0.796,9.4,13.3,15.5,2.9,80,75.7,19.7,3.9,60.9,25.5,26.1,88,7.4,365.5
Ireland,"Western Europe",2000,0.857,4,6,7.2,0.8,93,76.4,20.1,1.3,51.5,16.2,26.3,89,5.9,1561
Ireland,"Western Europe",2001,0.863,3.9,5.8,6.9,0.8,88,77.1,20.6,1.3,52.2,16.7,26.5,89,6.4,1822.1
Ireland,"Western Europe",2002,0.871,3.7,5.4,6.5,0.8,86,77.6,21,1.2,52.9,17.3,26.6,89,6.7,2190
Ireland,"Western Europe",2003,0.88,3.5,5,6,0.9,80,78.1,21.3,1.2,53.6,17.9,26.7,89,7,2904.4
Ireland,"Western Europe",2004,0.89,3.2,4.7,5.6,0.9,79,78.5,21.7,1.2,54.4,18.4,26.8,90,7.2,3476.9
Ireland,"Western Europe",2005,0.896,3,4.4,5.2,0.9,75,78.8,21.9,1.1,55.1,19.1,26.9,90,7.6,3936.6
Ireland,"Western Europe",2006,0.902,2.7,4,4.8,1,75,79.2,22.3,1.1,55.8,19.7,27,90,7.5,4143.4
Ireland,"Western Europe",2007,0.908,2.6,3.9,4.6,1,72,79.7,22.6,1,56.6,20.4,27.1,90,7.8,4852.2
Ireland,"Western Europe",2008,0.908,2.5,3.7,4.4,1.1,72,79.9,22.9,1,57.4,21,27.2,90,9.1,5616
Ireland,"Western Europe",2009,0.906,2.4,3.6,4.3,1.1,74,79.9,23,1,58.2,21.7,27.2,91,10.5,5480.8
Ireland,"Western Europe",2010,0.909,2.4,3.5,4.2,1.2,65,80.9,23.6,0.9,58.9,22.4,27.3,91,10.5,5128.5
Ireland,"Western Europe",2011,0.895,2.4,3.4,4.1,1.2,67,80.7,23.5,0.9,59.7,23.2,27.4,91,9.9,5229.3
Ireland,"Western Europe",2012,0.902,2.4,3.4,4,1.3,66,80.9,23.6,0.9,60.5,23.9,27.5,91,10.1,4957.5
Ireland,"Western Europe",2013,0.911,2.4,3.3,3.9,1.3,64,81.1,23.7,0.9,61.3,24.7,27.6,92,10.4,5429.9
Ireland,"Western Europe",2014,0.921,2.4,3.2,3.8,1.4,62,81.4,24,0.8,62.1,25.4,27.6,92,9.9,5516.1
Ireland,"Western Europe",2015,0.929,2.3,3.1,3.7,1.4,63,81.4,24,0.8,62.8,26.2,27.7,92,7.8,4757.1
Ireland,"Western Europe",2016,0.934,2.2,3,3.6,1.5,62,81.5,24.1,0.8,63.6,26.9,27.8,92,8,4662.9
Israel,"Middle East",2000,0.853,3.6,5.6,6.9,1,80,78.3,21.7,1.3,58.3,20.9,26.1,100,6.8,1496.9
Israel,"Middle East",2001,0.857,3.5,5.4,6.6,1,79,78.7,22.1,1.3,58.7,21.2,26.2,100,7.2,1541.6
Israel,"Middle East",2002,0.865,3.3,5.2,6.4,1,81,78.7,22.2,1.2,59.2,21.6,26.3,100,7.2,1387.6
Israel,"Middle East",2003,0.865,3.2,4.9,6.1,1,76,79.2,22.4,1.2,59.6,21.9,26.4,100,7.1,1417.6
Israel,"Middle East",2004,0.868,2.9,4.7,5.8,1.1,73,79.7,22.8,1.2,60.1,22.3,26.5,100,7,1471.5
Israel,"Middle East",2005,0.872,2.7,4.5,5.6,1.1,72,79.8,22.8,1.2,60.6,22.6,26.6,100,7.1,1537.7
Israel,"Middle East",2006,0.872,2.5,4.3,5.3,1.1,69,80.3,23.3,1.1,61.1,23,26.7,100,6.9,1581
Israel,"Middle East",2007,0.881,2.5,4.1,5.1,1.2,67,80.5,23.3,1.1,61.6,23.4,26.8,100,6.9,1784.6
Israel,"Middle East",2008,0.88,2.5,3.9,4.9,1.2,64,81,23.8,1.1,62.1,23.8,26.9,100,7,2129
Israel,"Middle East",2009,0.882,2.4,3.8,4.7,1.3,61,81.6,24.3,1,62.6,24.2,27,100,7.1,2022.9
Israel,"Middle East",2010,0.887,2.4,3.7,4.6,1.3,60,81.8,24.4,1,63,24.5,27,100,7.1,2218.4
Israel,"Middle East",2011,0.892,2.3,3.5,4.4,1.3,59,81.9,24.4,1,63.4,24.9,27.1,100,7,2419.3
Israel,"Middle East",2012,0.893,2.3,3.4,4.2,1.4,58,81.9,24.4,1,63.8,25.3,27.2,100,7.1,2383.4
Israel,"Middle East",2013,0.895,2.2,3.3,4.1,1.4,59,82.2,24.7,1,64.2,25.6,27.2,100,7.1,2655.4
Israel,"Middle East",2014,0.899,2.1,3.2,4,1.4,58,82.3,24.8,1,64.6,25.9,27.3,100,7.4,2889.1
Israel,"Middle East",2015,0.901,2.1,3,3.8,1.5,58,82,24.5,0.9,64.9,26.3,27.4,100,7.4,2756.1
Israel,"Middle East",2016,0.902,2,2.9,3.7,1.5,58,82.3,24.7,0.9,65.3,26.7,27.4,100,7.3,2666.6
Italy,"Western Europe",2000,0.83,3.5,4.7,5.6,0.7,75,79.6,22.8,1.4,55,16.7,25.8,99,7.6,1520.5
Italy,"Western Europe",2001,0.837,3.2,4.5,5.3,0.8,73,80,23.1,1.4,55.7,17.1,25.9,99,7.8,1585.3
Italy,"Western Europe",2002,0.842,3.1,4.3,5.1,0.8,71,80.3,23.3,1.3,56.4,17.5,26,99,7.9,1754.3
Italy,"Western Europe",2003,0.847,2.9,4.1,4.8,0.8,70,80.2,23.1,1.3,57,17.9,26,99,7.9,2158.2
Italy,"Western Europe",2004,0.852,2.8,3.9,4.6,0.9,66,81,23.9,1.2,57.6,18.3,26.1,99,8.2,2561
Italy,"Western Europe",2005,0.857,2.7,3.8,4.5,0.9,65,80.9,23.7,1.2,58.2,18.7,26.1,99,8.4,2676.5
Italy,"Western Europe",2006,0.862,2.6,3.7,4.3,0.9,64,81.4,24.1,1.1,58.8,19.1,26.2,99,8.5,2830.2
Italy,"Western Europe",2007,0.866,2.5,3.6,4.2,1,62,81.5,24.2,1.1,59.4,19.4,26.2,99,8.2,3088.5
Italy,"Western Europe",2008,0.868,2.5,3.5,4.1,1,61,81.7,24.3,1.1,59.9,19.8,26.2,99,8.6,3490
Italy,"Western Europe",2009,0.868,2.5,3.4,4.1,1,60,81.8,24.3,1,60.5,20.2,26.3,99,9,3324.4
Italy,"Western Europe",2010,0.87,2.4,3.4,4,1.1,58,82,24.5,1,61,20.6,26.3,99,9,3214.5
Italy,"Western Europe",2011,0.875,2.4,3.3,3.9,1.1,58,82.2,24.6,1,61.5,21,26.3,99,8.8,3387.6
Italy,"Western Europe",2012,0.874,2.3,3.2,3.8,1.1,57,82.2,24.6,0.9,62.1,21.4,26.3,99,9,3125.6
Italy,"Western Europe",2013,0.876,2.2,3.1,3.7,1.2,56,82.6,25,0.9,62.6,21.7,26.3,99,9,3195.6
Italy,"Western Europe",2014,0.874,2.2,3,3.6,1.2,54,82.8,25.1,0.9,63.1,22.1,26.3,99,9,3190.1
Italy,"Western Europe",2015,0.876,2.1,3,3.5,1.3,55,82.4,24.7,0.8,63.6,22.5,26.3,99,9,2700.4
Italy,"Western Europe",2016,0.878,2,2.9,3.4,1.4,54,82.8,25,0.8,64.1,22.9,26.3,99,8.7,2500.8
Jamaica,Caribbean,2000,0.662,17.3,19,22.3,3.8,173,72.6,21,7.2,41.6,14.8,25.3,84,5.8,195.5
Jamaica,Caribbean,2001,0.673,16.8,18.5,21.8,3.7,175,72.6,21,7,42.5,15.4,25.5,84,5.3,181.1
Jamaica,Caribbean,2002,0.677,16.3,18.1,21.3,3.6,171,72.8,21.1,6.7,43.5,16,25.6,84,4.9,174.9
Jamaica,Caribbean,2003,0.673,15.8,17.8,20.8,3.5,170,73,21.2,6.5,44.5,16.6,25.8,84,4.6,158.4
Jamaica,Caribbean,2004,0.691,15.3,17.5,20.5,3.5,168,73.1,21.2,6.2,45.4,17.2,26,84,4.8,179.5
Jamaica,Caribbean,2005,0.695,14.9,17.3,20.2,3.4,164,73.3,21.3,6,46.3,17.8,26.1,84,4.1,168.9
Jamaica,Caribbean,2006,0.7,14.5,17.1,20,3.4,154,73.7,21.4,5.8,47.2,18.4,26.3,84,4.4,189
Jamaica,Caribbean,2007,0.705,14.2,16.9,19.8,3.3,151,74,21.4,5.6,48.1,19,26.4,85,5.1,234.9
Jamaica,Caribbean,2008,0.708,13.9,16.6,19.4,3.3,147,74.3,21.5,5.4,48.9,19.6,26.6,85,5.5,269.9
Jamaica,Caribbean,2009,0.709,13.7,16.3,19.1,3.2,143,74.6,21.7,5.3,49.7,20.1,26.7,85,5.2,226.8
Jamaica,Caribbean,2010,0.712,13.3,16,18.7,3.2,139,74.9,21.8,5.1,50.5,20.7,26.9,85,5.4,252.4
Jamaica,Caribbean,2011,0.715,13,15.6,18.2,3.1,139,75.1,22,5,51.2,21.3,27,85,5.5,279.7
Jamaica,Caribbean,2012,0.721,12.6,15.2,17.7,3,137,75.3,22.2,4.8,52,21.9,27.1,85,5.3,274.1
Jamaica,Caribbean,2013,0.726,12.2,14.8,17.2,3,135,75.5,22.3,4.7,52.7,22.5,27.3,85,5.8,291.6
Jamaica,Caribbean,2014,0.728,11.9,14.3,16.7,2.9,132,75.7,22.4,4.5,53.5,23.1,27.4,85,5.5,268.6
Jamaica,Caribbean,2015,0.73,11.5,13.9,16.2,2.8,133,75.8,22.4,4.4,54.2,23.7,27.6,85,5.9,294.3
Jamaica,Caribbean,2016,0.732,11.1,13.5,15.7,2.8,131,76,22.5,4.3,55,24.4,27.7,85,6,287.4
Japan,"East Asia",2000,0.855,1.8,3.3,4.5,0.8,72,81.3,24.3,7.6,22.2,2.2,22.6,100,7.2,2740.5
Japan,"East Asia",2001,0.859,1.7,3.1,4.3,0.8,70,81.6,24.6,7.6,22.5,2.3,22.6,100,7.4,2479.6
Japan,"East Asia",2002,0.862,1.7,3,4.1,0.8,68,81.9,24.8,7.5,22.9,2.4,22.7,100,7.5,2404.5
Japan,"East Asia",2003,0.865,1.6,2.9,4,0.9,68,82,24.9,7.5,23.4,2.5,22.7,100,7.6,2642
Japan,"East Asia",2004,0.869,1.5,2.8,3.9,0.9,67,82.2,25.1,7.4,23.8,2.6,22.7,100,7.7,2875.7
Japan,"East Asia",2005,0.873,1.4,2.8,3.7,0.9,68,82.1,25,7.3,24.4,2.7,22.7,100,7.8,2883.1
Japan,"East Asia",2006,0.877,1.3,2.7,3.6,0.9,67,82.5,25.3,7.3,24.9,2.9,22.8,100,7.8,2754.2
Japan,"East Asia",2007,0.88,1.3,2.6,3.5,0.9,66,82.7,25.5,7.2,25.4,3,22.8,100,7.9,2772.5
Japan,"East Asia",2008,0.881,1.2,2.5,3.4,0.9,64,82.8,25.5,7.2,25.9,3.2,22.8,100,8.2,3213.4
Japan,"East Asia",2009,0.88,1.2,2.4,3.3,1,63,83.1,25.8,7.1,26.4,3.3,22.8,100,9.1,3685.8
Japan,"East Asia",2010,0.885,1.1,2.4,3.2,1,61,83,25.6,7.1,26.9,3.5,22.8,100,9.2,4060.2
Japan,"East Asia",2011,0.89,1.1,2.4,3.4,1,62,82.9,25.6,7,27.4,3.6,22.8,100,10.6,5087.1
Japan,"East Asia",2012,0.895,1,2.2,3,1,57,83.3,25.8,7,27.8,3.8,22.9,100,10.8,5212.1
Japan,"East Asia",2013,0.899,1,2.1,2.9,1.1,56,83.5,25.9,7,28.2,3.9,22.9,100,10.8,4336.1
Japan,"East Asia",2014,0.903,0.9,2.1,2.8,1.1,54,83.8,26.1,7,28.6,4.1,22.9,100,10.8,4099.5
Japan,"East Asia",2015,0.905,0.9,2.1,3,1.2,53,84,26.3,7,29,4.2,22.9,100,10.9,3732.6
Japan,"East Asia",2016,0.907,0.9,1.9,2.7,1.2,51,84.2,26.4,7,29.4,4.4,22.8,100,10.8,4004.7
Jordan,"Middle East",2000,0.702,16.7,23.3,27.8,4.4,133,71.7,18,2.6,54,22.4,26.9,99,9.6,159.8
Jordan,"Middle East",2001,0.708,16.3,22.8,27.1,4.4,131,71.9,18.1,2.5,54.8,23,27,99,9.9,170.8
Jordan,"Middle East",2002,0.713,15.9,22.2,26.4,4.4,129,72,18.2,2.4,55.5,23.7,27.1,99,9.7,175
Jordan,"Middle East",2003,0.719,15.5,21.7,25.7,4.4,127,72.2,18.3,2.3,56.3,24.3,27.2,99,9.1,172.2
Jordan,"Middle East",2004,0.726,15.1,21.1,25,4.4,125,72.3,18.3,2.2,57,24.9,27.2,98,9,186
Jordan,"Middle East",2005,0.729,14.6,20.6,24.3,4.4,127,72.3,18.4,2.2,57.8,25.6,27.3,98,8.9,195.2
Jordan,"Middle East",2006,0.732,14.2,20,23.6,4.5,122,72.6,18.4,2.1,58.6,26.2,27.4,98,8.1,204.4
Jordan,"Middle East",2007,0.735,13.7,19.5,23,4.5,120,72.8,18.5,2,59.3,26.8,27.5,98,8.3,229.3
Jordan,"Middle East",2008,0.736,13.3,19,22.3,4.5,119,73,18.6,1.9,60.1,27.5,27.6,98,8.8,296.4
Jordan,"Middle East",2009,0.734,13,18.5,21.7,4.6,117,73.2,18.7,1.9,60.9,28.2,27.7,98,9.5,331.8
Jordan,"Middle East",2010,0.728,12.6,18,21.1,4.6,116,73.4,18.8,1.8,61.7,28.9,27.8,97,8.1,308.7
Jordan,"Middle East",2011,0.726,12.2,17.5,20.5,4.6,115,73.5,18.8,1.7,62.4,29.6,27.9,97,8.3,317.6
Jordan,"Middle East",2012,0.726,11.9,17,19.9,4.6,114,73.7,18.9,1.7,63.2,30.3,28,97,8,309.4
Jordan,"Middle East",2013,0.727,11.5,16.5,19.2,4.6,113,73.9,19,1.6,64,31,28.2,97,7.3,293.5
Jordan,"Middle East",2014,0.73,11.2,16,18.7,4.5,113,74,19.1,1.6,64.8,31.8,28.3,97,7.4,301.5
Jordan,"Middle East",2015,0.733,10.8,15.5,18.1,4.4,111,74.1,19.2,1.5,65.6,32.5,28.4,97,6.3,257.4
Jordan,"Middle East",2016,0.735,10.5,15.1,17.6,4.3,111,74.3,19.3,1.5,66.5,33.4,28.5,97,6.9,
Kazakhstan,"West Asia",2000,0.685,21,37.1,43,4.9,287,63.9,15.9,4.1,43.9,13.6,25.4,97,4.2,50.5
Kazakhstan,"West Asia",2001,0.7,19.9,35.2,40.6,4.8,283,64.3,16,4.1,44.4,14,25.5,97,3.6,51.1
Kazakhstan,"West Asia",2002,0.713,19,33.2,38.2,4.7,276,64.6,15.7,4,44.8,14.3,25.5,97,3.9,58.9
Kazakhstan,"West Asia",2003,0.725,17.9,31.4,35.9,4.7,283,64.3,15.3,3.9,45.3,14.6,25.5,97,3.8,75.3
Kazakhstan,"West Asia",2004,0.737,16.7,29.6,33.7,4.6,289,64.6,15.8,3.8,45.8,15,25.6,97,4,111.5
Kazakhstan,"West Asia",2005,0.747,15.4,27.7,31.5,4.6,297,64.6,15.8,3.8,46.3,15.4,25.6,97,4,150
Kazakhstan,"West Asia",2006,0.754,14.2,25.9,29.3,4.6,299,64.9,16.2,3.7,46.8,15.8,25.7,97,3.7,192.8
Kazakhstan,"West Asia",2007,0.759,13,24,27.1,4.4,293,65.1,16.2,3.6,47.3,16.2,25.7,97,3.2,211.3
Kazakhstan,"West Asia",2008,0.759,12.1,22.1,24.8,4.3,264,66.3,16.3,3.6,47.9,16.6,25.8,97,3.6,305
Kazakhstan,"West Asia",2009,0.763,11.4,20.1,22.6,4.1,240,67.5,16.6,3.5,48.5,17.1,25.8,97,4.3,295.5
Kazakhstan,"West Asia",2010,0.765,10.8,18.2,20.4,3.9,243,67.4,16.4,3.4,49.2,17.6,25.9,97,4.2,363.9
Kazakhstan,"West Asia",2011,0.772,9.9,16.4,18.3,3.6,232,68.1,16.6,3.3,49.9,18.1,26,98,3.6,393.6
Kazakhstan,"West Asia",2012,0.781,8.5,14.6,16.4,3.5,224,68.6,16.8,3.2,50.6,18.7,26.1,98,4,464.1
Kazakhstan,"West Asia",2013,0.788,7.3,13.1,14.7,3.3,211,69.5,17.2,3.1,51.4,19.3,26.1,98,3.8,491.9
Kazakhstan,"West Asia",2014,0.793,6.3,11.8,13.2,3.2,199,70.2,17.4,3,52.3,19.9,26.2,98,3.6,459.2
Kazakhstan,"West Asia",2015,0.797,5.6,10.7,12,3.1,192,70.6,17.5,3,53.1,20.6,26.3,98,3.9,379.1
Kazakhstan,"West Asia",2016,0.797,5.3,9.7,10.9,3,181,71.1,17.7,2.9,53.9,21.3,26.4,98,4,399.9
Kuwait,"Middle East",2000,0.786,6.5,10.9,12.7,2.8,94,73.3,17,1.7,64,28.5,28.2,100,2.5,462.6
Kuwait,"Middle East",2001,0.786,6.3,10.8,12.5,2.7,92,73.4,17,1.7,64.5,29,28.3,100,3.6,596.7
Kuwait,"Middle East",2002,0.788,6.1,10.6,12.3,2.7,91,73.4,17.1,1.6,65,29.4,28.4,100,3.6,635.4
Kuwait,"Middle East",2003,0.791,6,10.5,12.2,2.7,90,73.4,17.1,1.6,65.5,29.8,28.4,100,3.2,713.2
Kuwait,"Middle East",2004,0.789,5.9,10.3,12,2.6,89,73.4,17.1,1.5,65.9,30.3,28.5,100,2.8,742.3
Kuwait,"Middle East",2005,0.783,5.8,10.1,11.8,2.6,88,73.5,17.2,1.5,66.3,30.7,28.6,100,2.4,843.9
Kuwait,"Middle East",2006,0.788,5.8,10,11.6,2.5,87,73.5,17.2,1.4,66.7,31.1,28.6,100,2.3,962.6
Kuwait,"Middle East",2007,0.788,5.8,9.8,11.5,2.5,86,73.6,17.3,1.4,67.1,31.6,28.7,100,2.1,976.8
Kuwait,"Middle East",2008,0.789,5.7,9.7,11.3,2.4,85,73.8,17.3,1.4,67.5,32,28.7,100,1.9,1074.3
Kuwait,"Middle East",2009,0.79,5.6,9.5,11.1,2.3,85,73.9,17.3,1.3,67.9,32.5,28.8,100,3.9,1454.5
Kuwait,"Middle East",2010,0.792,5.5,9.2,10.8,2.3,84,74.1,17.4,1.3,68.4,33.1,28.9,100,2.8,1061.4
Kuwait,"Middle East",2011,0.794,5.3,8.9,10.4,2.2,84,74.2,17.5,1.3,69,33.7,29,100,2.6,1263.8
Kuwait,"Middle East",2012,0.796,5.2,8.5,10,2.1,83,74.3,17.6,1.2,69.5,34.3,29.1,100,2.6,1319.3
Kuwait,"Middle East",2013,0.795,5,8.2,9.5,2,82,74.4,17.7,1.2,70.2,34.9,29.2,100,2.6,1251.4
Kuwait,"Middle East",2014,0.799,4.8,7.8,9.1,1.9,81,74.6,17.7,1.1,70.8,35.6,29.3,100,3.2,1375
Kuwait,"Middle East",2015,0.802,4.6,7.5,8.8,1.8,80,74.6,17.8,1.1,71.4,36.3,29.4,100,4,1168.8
